text,raw_text,source,genre,movie_title,movie_year,tmdb_id,imdb_id,rating,votes,author,comment_id,replies,time,is_reply,is_hearted,trailer_id,sentiment,intensity,topic,contains_spoiler
Damn right !,Damn right ! 😎,youtube,action,Top Gun: Maverick,2022,361743,tt1745960,,0,@rashmirajashekhar4945,UgyER-UGCXcyurHv-1Z4AaABAg.9bc86DnmPAK9cAPl31oNPZ,0,3 years ago,True,False,giXco2jaZ_4,positive,4,general,False
Sad it’s woke,Sad it’s woke,youtube,action,Mad Max: Furiosa,2024,786892,tt12037194,,1,@viscose808,Ugz5ThR26X5V65b0XlN4AaABAg.9xl-4Akgk4-9xvbQKXNpJT,0,2 years ago,True,False,XJMuhwVlca4,negative,2,general,False
"The rare movie that not only lives up to the hype, it surpasses it in every way. The flight scenes alone are worth the price of admission...simply some of the most spectacular footage ever filmed for a movie.","The rare movie that not only lives up to the hype, it surpasses it in every way. The flight scenes alone are worth the price of admission...simply some of the most spectacular footage ever filmed for a movie.",youtube,action,Top Gun: Maverick,2022,361743,tt1745960,,4400,@williamlattanziobill2475,Ugzl4FTo2bJgPfJ94bN4AaABAg,39,3 years ago,False,False,giXco2jaZ_4,positive,5,visuals,False
@crisespinoza1979 hillo boss Plz help jop iam very poor, @crisespinoza1979  hillo boss Plz help jop iam very poor,youtube,action,John Wick: Chapter 4,2023,603692,tt10366206,,0,@dubaiajman4716,UgyeTRteQF9WR2Wtkhd4AaABAg.9iGGhLjUkJm9i_c1ypWdXQ,0,3 years ago,True,False,qEVUtrk8_B4,off_topic,1,off_topic,False
"What... it was that long already, another one 8 years from now then","What... it was that long already, another one 8 years from now then",youtube,action,Mad Max: Furiosa,2024,786892,tt12037194,,0,@zzzzzz69,Ugz5ThR26X5V65b0XlN4AaABAg.9xl-4Akgk4-9xnHNbQOCUC,0,2 years ago,True,False,XJMuhwVlca4,neutral,2,general,False
I’m here cried like 3 times watching it ‍,I’m here 😂 cried like 3 times watching it 🤷🏾‍♂️,youtube,action,Top Gun: Maverick,2022,361743,tt1745960,,0,@lbertlopez83,UgyER-UGCXcyurHv-1Z4AaABAg.9bc86DnmPAK9cBcEwPn1km,0,3 years ago,True,False,giXco2jaZ_4,positive,4,general,False
The John wick saga is really just Neo inside the matrix i even saw Morpheus,The John wick saga is really just Neo inside the matrix 😂 i even saw Morpheus 😜,youtube,action,John Wick: Chapter 4,2023,603692,tt10366206,,0,@joshedenfield3761,UgyeTRteQF9WR2Wtkhd4AaABAg.9iGGhLjUkJm9iHTdbxS91n,0,3 years ago,True,False,qEVUtrk8_B4,neutral,2,off_topic,False
"Oh my gosh—yes!!! Me and my husband just saw it today, and I had to watch the trailer again.","Oh my gosh—yes!!! Me and my husband just saw it today, and I had to watch the trailer again.",youtube,action,Top Gun: Maverick,2022,361743,tt1745960,,0,@brendasanders63,UgyER-UGCXcyurHv-1Z4AaABAg.9bc86DnmPAK9c9ZuwZ3qwj,0,3 years ago,True,False,giXco2jaZ_4,positive,4,general,False
yee about that,yee about that,youtube,action,Mad Max: Furiosa,2024,786892,tt12037194,,0,@searingblade1451,Ugz5ThR26X5V65b0XlN4AaABAg.9xl-4Akgk4-9yJobMN9nIO,0,2 years ago,True,False,XJMuhwVlca4,neutral,2,off_topic,False
Seriously I just did that.,Seriously I just did that.,youtube,action,Top Gun: Maverick,2022,361743,tt1745960,,3,@amd4273,UgyER-UGCXcyurHv-1Z4AaABAg.9bc86DnmPAK9bpSG2xk3XI,0,3 years ago,True,False,giXco2jaZ_4,neutral,2,off_topic,False
Rogue Nation was the best,Rogue Nation was the best,youtube,action,Mission: Impossible - Dead Reckoning,2023,575264,tt9603212,,1,@anbanrassa8104,Ugydxz4eSIdOqPEu04t4AaABAg.9poqrRBpTot9pvvT_dTz96,0,2 years ago (edited),True,False,avz06PDqDbM,positive,4,general,False
@DutchKing what does fast and furious have to do with this, @DutchKing what does fast and furious have to do with this 😂😂,youtube,action,Mission: Impossible - Dead Reckoning,2023,575264,tt9603212,,1,@ScourgeAllDay,Ugydxz4eSIdOqPEu04t4AaABAg.9poqrRBpTot9rXDmBDjurM,0,2 years ago (edited),True,False,avz06PDqDbM,neutral,2,off_topic,False
Today is March 23 2024.... a year since this masterpiece debuted. I'm hear to pay my respects.,Today is March 23 2024.... a year since this masterpiece debuted. I'm hear to pay my respects.,youtube,action,John Wick: Chapter 4,2023,603692,tt10366206,,196,@hpnc,UgzyJjqM3S-NEH6ndOh4AaABAg,2,2 years ago,False,False,qEVUtrk8_B4,positive,5,general,False
Be thankful. This was originally a film for Clint Eastwood or Jeff Bridges until Keanu got his hands on it. It also originally had John only killing 3 people,Be thankful. This was originally a film for Clint Eastwood or Jeff Bridges until Keanu got his hands on it. It also originally had John only killing 3 people,youtube,action,John Wick: Chapter 4,2023,603692,tt10366206,,1,@velvetthunder4,UgyeTRteQF9WR2Wtkhd4AaABAg.9iGGhLjUkJm9iGqgQmHY42,0,3 years ago,True,False,qEVUtrk8_B4,positive,4,general,False
lol im here after watching it,lol im here after watching it,youtube,action,Top Gun: Maverick,2022,361743,tt1745960,,2,@tcnology,UgyER-UGCXcyurHv-1Z4AaABAg.9bc86DnmPAK9bsro2y_0aH,0,3 years ago,True,False,giXco2jaZ_4,neutral,2,off_topic,False
Are you talking about Matrix?,Are you talking about Matrix? 😂,youtube,action,John Wick: Chapter 4,2023,603692,tt10366206,,1,@MeCookRider,UgyeTRteQF9WR2Wtkhd4AaABAg.9iGGhLjUkJm9iGdKKkBdVy,0,3 years ago,True,False,qEVUtrk8_B4,neutral,2,off_topic,False
"Well said and spot on, side note never seen a comment wit 16k-17k likes","Well said and spot on, side note never seen a comment wit 16k-17k likes🧐💪🏾",youtube,action,John Wick: Chapter 4,2023,603692,tt10366206,,1,@nattiellis1645,UgyeTRteQF9WR2Wtkhd4AaABAg.9iGGhLjUkJm9iIjBRHp1z8,0,3 years ago,True,False,qEVUtrk8_B4,neutral,2,off_topic,False
"@DapperJedi wouldnt make much if a difference, furiosa was already the main character in fury road, max was a supporting at best"," @DapperJedi  wouldnt make much if a difference, furiosa was already the main character in fury road, max was a supporting at best",youtube,action,Mad Max: Furiosa,2024,786892,tt12037194,,3,@edgarjacksby1402,Ugz5ThR26X5V65b0XlN4AaABAg.9xl-4Akgk4-9xnirl1i-gb,0,2 years ago (edited),True,False,XJMuhwVlca4,neutral,2,off_topic,False
What’s wrong with 2?,What’s wrong with 2? 😅,youtube,action,Mission: Impossible - Dead Reckoning,2023,575264,tt9603212,,3,@carlos10571,Ugydxz4eSIdOqPEu04t4AaABAg.9poqrRBpTot9puEAf8tED2,0,2 years ago,True,False,avz06PDqDbM,neutral,2,off_topic,False
The best story I heard about this movie is that all the streaming platforms wanted it and we're eager to buy the rights to stream it on release day. Mr. Tom Cruise himself said NO to everyone. He wanted an exclusively theater-only release.,The best story I heard about this movie is that all the streaming platforms wanted it and we're eager to buy the rights to stream it on release day. Mr. Tom Cruise himself said NO to everyone. He wanted an exclusively theater-only release.,youtube,action,Top Gun: Maverick,2022,361743,tt1745960,,990,@itsrightbehindyou,UgzaJYjXsJzevvvQ9Sh4AaABAg,12,3 years ago,False,False,giXco2jaZ_4,positive,4,general,False
I thought you were referring to Bill&Ted!,I thought you were referring to Bill&Ted!,youtube,action,John Wick: Chapter 4,2023,603692,tt10366206,,0,@Turco949,UgyeTRteQF9WR2Wtkhd4AaABAg.9iGGhLjUkJm9iGtCkehjv0,0,3 years ago,True,False,qEVUtrk8_B4,neutral,2,off_topic,False
I found the 3rd movie repetitious with the fight scenes....ill watch this but on steam,I found the 3rd movie repetitious with the fight scenes....ill watch this but on steam,youtube,action,John Wick: Chapter 4,2023,603692,tt10366206,,0,@juanalmos1959,UgyeTRteQF9WR2Wtkhd4AaABAg.9iGGhLjUkJm9iHEAdeQpK5,0,3 years ago,True,False,qEVUtrk8_B4,negative,3,plot,False
Dude is becoming the modern day James Bond,Dude is becoming the modern day James Bond,youtube,action,John Wick: Chapter 4,2023,603692,tt10366206,,1,@LeDruide07,UgyeTRteQF9WR2Wtkhd4AaABAg.9iGGhLjUkJm9iHMJVTrc5J,0,3 years ago,True,False,qEVUtrk8_B4,positive,4,acting,False
This is peak action cinema. Massive respect for Tom Cruise for performing 100% of his own stunts.,This is peak action cinema. Massive respect for Tom Cruise for performing 100% of his own stunts.,youtube,action,Mission: Impossible - Dead Reckoning,2023,575264,tt9603212,,1500,@Reggoat,Ugx-8dM99Xs6clxEIy94AaABAg,20,2 years ago,False,False,avz06PDqDbM,positive,5,acting,False
Just adding 500th reply to the comment,Just adding 500th reply to the comment,youtube,action,Top Gun: Maverick,2022,361743,tt1745960,,1,@mbayatab4326,UgyER-UGCXcyurHv-1Z4AaABAg.9bc86DnmPAK9nCCneUZpzk,0,3 years ago (edited),True,False,giXco2jaZ_4,neutral,2,off_topic,False
I made that same comment on a video you made.,I made that same comment on a video you made.,youtube,action,Mission: Impossible - Dead Reckoning,2023,575264,tt9603212,,1,@Destinychanged,Ugydxz4eSIdOqPEu04t4AaABAg.9poqrRBpTot9qnQ3kgO2EM,0,2 years ago,True,False,avz06PDqDbM,neutral,2,off_topic,False
If that were true he probably woulda told him in private,If that were true he probably woulda told him in private,youtube,horror,Get Out,2017,419430,tt5052448,,2,@evantruman1640,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9_0Y6FoBPMm,0,4 years ago,True,False,DzfpyUB60YY,neutral,2,off_topic,False
WOW and she didn't let him see his ID so that the officer wouldn't remember his name when he goes missing smart,WOW and she didn't let him see his ID so that the officer wouldn't remember his name when he goes missing smart,youtube,horror,Get Out,2017,419430,tt5052448,,0,@dhanashri5661,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9iQfNwOeR0y,0,3 years ago,True,False,DzfpyUB60YY,positive,3,general,False
the moral of this movie is don't trust anyone that eats dry cereal and drinks a glass of milk separately,the moral of this movie is don't trust anyone that eats dry cereal and drinks a  glass of milk separately,youtube,horror,Get Out,2017,419430,tt5052448,,24000,@kingkay8326,UgiCT1P9iHkyRXgCoAEC,151,8 years ago,False,False,DzfpyUB60YY,negative,2,plot,False
This movie didn't scare me. It traumatized me.,"This movie didn't scare me.





It traumatized me.",youtube,horror,Hereditary,2018,493922,tt7784604,,2800,@harshashinde9864,Ugz7UPkTBBYk9y1N3n14AaABAg,28,5 years ago,False,False,V6wWKNij_1M,negative,4,general,False
"I don’t think this is true. I think the cop scene was put there and is very important in the movie because i believe it aimed at evoking a reaction or doubt from the audience - is this gonna be a bad ending after all where Chris gets arrested and even might not make it alive because of that bad cop? But as you have probably reacted, you were relieved it was his friend instead.","I don’t think this is true. I think the cop scene was put there and is very important in the movie because i believe it aimed at evoking a reaction  or doubt from the audience - is this gonna be a bad ending after all where Chris gets arrested and even might not make it alive because of that bad cop? But as you have probably reacted, you were relieved it was his friend instead. 😊",youtube,horror,Get Out,2017,419430,tt5052448,,0,@ft_ph,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9vBv1lO7BnT,0,2 years ago,True,False,DzfpyUB60YY,positive,4,plot,True
When you start a sentence without finishing it.,When you start a sentence without finishing it.,youtube,horror,Get Out,2017,419430,tt5052448,,0,@nicholasdupont9097,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9eHGajLseBy,0,3 years ago,True,False,DzfpyUB60YY,neutral,1,off_topic,False
why would he need the id if he already wanted warn the black guy?,why would he need the id if he already wanted warn the black guy?,youtube,horror,Get Out,2017,419430,tt5052448,,3,@Zanoladab,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR98HrBwYC-yF,0,5 years ago,True,False,DzfpyUB60YY,neutral,2,off_topic,False
"Overall, it's a very good film, but much of it moved too slowly to me. Personally, I think Leigh being a witch should've known early on in the movie, and her being an evil witch could've been part of the twist.","Overall, it's a very good film, but much of it moved too slowly to me.

Personally, I think Leigh being a witch should've known early on in the movie, and her being an evil witch could've been part of the twist.",youtube,horror,Hereditary,2018,493922,tt7784604,,0,@LegionIvory,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9e4yOUZdAOG,0,3 years ago,True,False,V6wWKNij_1M,positive,3,plot,False
"People: ""it wasn't even scary"" Also people : lights on, just scrolling through instagram","People: ""it wasn't even scary""
Also people : lights on, just scrolling through instagram",youtube,horror,Hereditary,2018,493922,tt7784604,,2000,@juliandiaz1348,UgzbVoCt3F0hDHykvmx4AaABAg,13,5 years ago (edited),False,False,V6wWKNij_1M,negative,3,general,False
@blackwolf3803 the deer is more like a premonition of what's gonna happen to him. A deer going into the lion's den, @blackwolf3803  the deer is more like a premonition of what's gonna happen to him. A deer going into the lion's den,youtube,horror,Get Out,2017,419430,tt5052448,,517,@macaroani4769,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR8yzNGfRtX9S,0,6 years ago,True,False,DzfpyUB60YY,neutral,2,plot,True
I noticed that right off the bat and how she was so hesitant about anyone knowing anything about the dude and his future whereabouts.,I noticed that right off the bat and how she was so hesitant about anyone knowing anything about the dude and his future whereabouts.,youtube,horror,Get Out,2017,419430,tt5052448,,0,@soimarriedsarah,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkRA0S_V1-RpPr,0,2 years ago,True,False,DzfpyUB60YY,neutral,2,plot,False
it is one of the scariest movies ive ever seen,it is one of the scariest movies ive ever seen,youtube,horror,Hereditary,2018,493922,tt7784604,,1,@rileybrouwer4382,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm97dZT9ppFlQ,0,6 years ago,True,False,V6wWKNij_1M,positive,5,general,False
HOLY- I NEVER REALISED AND THATS WHY THE WOMAN WAS SO PROTECTIVE OVER HIS ID,"HOLY- I NEVER REALISED
AND THATS WHY THE WOMAN WAS SO PROTECTIVE OVER HIS ID",youtube,horror,Get Out,2017,419430,tt5052448,,1,@no-jm3tw,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9Mm_Ylt0c3y,0,4 years ago,True,False,DzfpyUB60YY,positive,4,plot,True
"Thank you, all new horror is fast food horror lol, cheap and quick","Thank you, all new horror is fast food  horror lol, cheap and quick",youtube,horror,Hereditary,2018,493922,tt7784604,,2,@ely_edits4417,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm999cJdwyYHw,0,5 years ago,True,False,V6wWKNij_1M,negative,2,general,False
@dl8554 it's called a joke, @dl8554  it's called a joke,youtube,horror,Get Out,2017,419430,tt5052448,,0,@decreiverreceiver,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR96BraMIICtx,0,6 years ago,True,False,DzfpyUB60YY,neutral,1,off_topic,False
YES! And Rose was “defending” Chris because she wanted the plan to her work!,YES! And Rose was “defending” Chris because she wanted the plan to her work!,youtube,horror,Get Out,2017,419430,tt5052448,,1,@AliceNotFromWonderland,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9aImWuC3yiZ,0,3 years ago,True,False,DzfpyUB60YY,positive,4,plot,True
"hell nah.. we're breaking up with the classic line ""its not you, its me"" lol","hell nah.. we're breaking up with the classic line ""its not you, its me"" lol",youtube,horror,Get Out,2017,419430,tt5052448,,2,@aseroooooooo,Ugzds-208n2EAClps9J4AaABAg.93GJQ7jTDlZ9Jd2P49trGS,0,5 years ago (edited),True,False,DzfpyUB60YY,negative,2,general,False
Who would have thought,Who would have thought,youtube,horror,Get Out,2017,419430,tt5052448,,1,@shades8852,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9Ddd8yogJon,0,5 years ago,True,False,DzfpyUB60YY,neutral,2,general,False
"What do you not like about this movie, what do you not like about jumpscares, and which horror movies do you prefer? What do you like in a horror movie?","What do you not like about this movie, what do you not like about jumpscares, and which horror movies do you prefer?  What do you like in a horror movie?",youtube,horror,Hereditary,2018,493922,tt7784604,,0,@Batcog,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULmA-5fMzPKAGq,0,2 years ago,True,False,V6wWKNij_1M,neutral,2,off_topic,False
"That's an incredible movie. One of the scariest movies I've ever seen. On top of that, the actors' cast and acting are superb.","That's an incredible movie. One of the scariest movies I've ever seen. On top of that, the actors' cast and acting are superb.",youtube,horror,Get Out,2017,419430,tt5052448,,92,@RafaelZamaleev,Ugymn5ZgLb2oDY-KWJx4AaABAg,0,4 years ago (edited),False,False,DzfpyUB60YY,positive,5,acting,False
This movie is not scary but it's creepy af!,This movie is not scary but it's creepy af!,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@MrBullya,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9CPg3K_dYmB,0,5 years ago,True,False,V6wWKNij_1M,neutral,3,general,False
Maybe i am not scared of horror anymore. Felt like a lame movie,Maybe i am not scared of horror anymore. Felt like a lame movie,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@khushbookukreja986,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9ju4b5rDx4b,0,3 years ago,True,False,V6wWKNij_1M,negative,2,general,False
Get Out (2011) Official Trailet,Get Out (2011) Official Trailet,youtube,horror,Get Out,2017,419430,tt5052448,,0,@aamsofyan-w6g,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkRAQOYYvkz4pf,0,4 months ago,True,False,DzfpyUB60YY,neutral,1,off_topic,False
Yeah that was so clever how the meaning changed after the ending.,Yeah that was so clever how the meaning changed after the ending.,youtube,horror,Get Out,2017,419430,tt5052448,,0,@scotscub76,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkRAUJk2-9wtv6,0,1 month ago,True,False,DzfpyUB60YY,positive,4,plot,True
It's real horror,It's real horror,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@adityagambhire1511,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9PHZ6e2WWjK,0,4 years ago,True,False,V6wWKNij_1M,positive,5,general,False
"I'm with you. I think jump scares are a cheap way to get the viewer to pay attention. It's almost like a metaphorical sigh of relief; the tension builds, jump scare, it's over..you can breathe again. This film haunted me for while, there was no relief, just dread and isolation. I felt, somehow, abandoned after watching it. I had to resort to South park afterwards just to laugh myself back into my own reality","I'm with you. I think jump scares are a cheap way to get the viewer to pay attention. It's almost like a metaphorical sigh of relief; the tension builds, jump scare, it's over..you can breathe again.

This film haunted me for while, there was no relief, just dread and isolation. I felt, somehow, abandoned after watching it. I had to resort to South park afterwards just to laugh myself back into my own reality 😂😂",youtube,horror,Hereditary,2018,493922,tt7784604,,2,@dollykins100,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm96WsEKnoaFG,0,6 years ago,True,False,V6wWKNij_1M,positive,5,general,False
Lucky still creepy,Lucky still creepy,youtube,horror,Get Out,2017,419430,tt5052448,,16,@arlyntobady,Ugzds-208n2EAClps9J4AaABAg.93GJQ7jTDlZ95H-o-tGC-7,0,6 years ago,True,False,DzfpyUB60YY,neutral,3,general,False
if some one actually did this do you think they could pull it off as a joke?,if some one actually did this do you think they could pull it off as a joke?,youtube,horror,Get Out,2017,419430,tt5052448,,1,@simonlovatt4846,Ugzds-208n2EAClps9J4AaABAg.93GJQ7jTDlZ9U3xgeD47MB,0,4 years ago,True,False,DzfpyUB60YY,neutral,2,off_topic,False
"The most scary part is, when he opens her GFs closet, opens the box, sees those pics & realizes all her BFs were black & her GF & her family are upto something very very creepy.","The most scary part is, when he opens her GFs closet, opens the box, sees those pics & realizes all her BFs were black & her GF & her family are upto something very very  creepy.",youtube,horror,Get Out,2017,419430,tt5052448,,215,@arslankhan2808,UgyfoqGZPVTNsf5la_F4AaABAg,4,2 years ago,False,False,DzfpyUB60YY,positive,4,plot,True
"You know, this might add to why they preyed on black people specifically.","You know, this might add to why they preyed on black people specifically.",youtube,horror,Get Out,2017,419430,tt5052448,,0,@vasudev7828,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkRA1iuHQ_pxsS,0,2 years ago,True,False,DzfpyUB60YY,neutral,3,plot,False
Unsurprisingly snubbed at the 2019 Oscars. Toni Collette deserved a best actress nom and we all know it.,Unsurprisingly snubbed at the 2019 Oscars. Toni Collette deserved a best actress nom and we all know it.,youtube,horror,Hereditary,2018,493922,tt7784604,,4400,@Brian-go5gq,Ugxgn7xy8aOrA4awzY54AaABAg,48,7 years ago,False,False,V6wWKNij_1M,positive,4,acting,False
“Man I told u not 2 go into that house”,“Man I told u not 2 go into that house”😂,youtube,horror,Get Out,2017,419430,tt5052448,,2700,@patrickmorgan9407,UgwLqD--oHAfc8x0sUh4AaABAg,5,7 years ago,False,False,DzfpyUB60YY,neutral,2,off_topic,False
Yes! Jump scares are such a cheap tactic to frighten a person,Yes! Jump scares are such a cheap tactic to frighten a person,youtube,horror,Hereditary,2018,493922,tt7784604,,35,@MaroonStorm,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm90ilaTltpEm,0,6 years ago,True,False,V6wWKNij_1M,negative,3,general,False
Reliance on gore also isn't horror. Too many horror movies do that (they think just splashing blood and guts everywhere makes it a good film).,Reliance on gore also isn't horror. Too many horror movies do that (they think just splashing blood and guts everywhere makes it a good film).,youtube,horror,Hereditary,2018,493922,tt7784604,,297,@damienholland9244,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9-6WohiP9Fp,0,6 years ago,True,False,V6wWKNij_1M,negative,4,general,False
"That's true, didn't think about that.","That's true, didn't think about that.",youtube,horror,Get Out,2017,419430,tt5052448,,1,@mem10fan2,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9GXuhZfOssi,0,5 years ago,True,False,DzfpyUB60YY,neutral,2,off_topic,False
fr I got jumpscared more in friggin Friends and big bang theory type shit than horror movies,fr I got jumpscared more in friggin Friends and big bang theory type shit than horror movies,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@Appalachianconfederate,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9lGnpnma8qD,0,3 years ago,True,False,V6wWKNij_1M,negative,3,general,False
"i have to applaud them for not putting the jaw dropping scene (everyone knows what i mean) into the trailer, it completely shocked the audience when it happened, this movie is a masterpiece.","i have to applaud them for not putting the jaw dropping scene (everyone knows what i mean) into the trailer, it completely shocked the audience when it happened, this movie is a masterpiece.",youtube,horror,Hereditary,2018,493922,tt7784604,,653,@iiushiya2817,UgwK2oQWEVfaqT7Xr9h4AaABAg,22,2 years ago,False,False,V6wWKNij_1M,positive,5,general,True
It was boring nothing to do with jump scares ...,It was boring nothing to do with jump scares ...,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@user-fe1le2yl3x,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9Hslq-pUgwG,0,5 years ago,True,False,V6wWKNij_1M,negative,3,general,False
i like horror where there is suspense and this movie has it,i like horror where there is suspense and this movie has it,youtube,horror,Hereditary,2018,493922,tt7784604,,2,@rainyfur3989,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm99GRGDUjqSW,0,5 years ago,True,False,V6wWKNij_1M,positive,4,general,False
This movie sucks,This movie sucks,youtube,horror,Hereditary,2018,493922,tt7784604,,1,@ThomasSmith-x8f,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULmAS7Oid0ASoN,0,3 months ago,True,False,V6wWKNij_1M,negative,5,general,False
Who said it's not good NOONE,Who said it's not good 😂😂😂NOONE,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@Mandrakk7,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9IMz0Ui8hNN,0,5 years ago,True,False,V6wWKNij_1M,positive,4,general,False
Gotta agree with that,Gotta agree with that,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@Ironclad352,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm99y2yKOYeks,0,5 years ago,True,False,V6wWKNij_1M,positive,3,general,False
Get out the sequel!!,Get out the sequel!! 😆😆,youtube,horror,Get Out,2017,419430,tt5052448,,5,@pisceandreams5893,Ugzds-208n2EAClps9J4AaABAg.93GJQ7jTDlZ97rmZkv26V8,0,6 years ago,True,False,DzfpyUB60YY,positive,4,general,False
I agree and to say jump scares are more about being thrilled and having fun at the movies. Shit not this movie. This movie got me fucked up. I was disturbed af and didn't talk the whole drive home after seeing it. Now that's horror.,I agree and to say jump scares are more about being thrilled and having fun at the movies. Shit not this movie. This movie got me fucked up. I was disturbed af and didn't talk the whole drive home after seeing it. Now that's horror.,youtube,horror,Hereditary,2018,493922,tt7784604,,1,@jaysalazar107,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm99fET1gTyWF,0,5 years ago,True,False,V6wWKNij_1M,positive,5,general,False
Yeah man this movie legit gave me nightmares.,Yeah man this movie legit gave me nightmares.,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@infiniteaviation6352,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9CPHbtj37Ti,0,5 years ago,True,False,V6wWKNij_1M,positive,5,general,False
This movie stayed with and bothered me for months,This movie stayed with and bothered me for months,youtube,horror,Hereditary,2018,493922,tt7784604,,1,@Moon_dancerx,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9Cy6b6CzARb,0,5 years ago,True,False,V6wWKNij_1M,positive,5,general,False
It's different for everyone who is in a different race relationship. No matter what color you are.,It's different for everyone who is in a different race relationship. No matter what color you are.,youtube,horror,Get Out,2017,419430,tt5052448,,0,@JenniferPoland-vt1to,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9veTqa_WoIH,0,2 years ago,True,False,DzfpyUB60YY,neutral,2,general,False
Now that's a hint that I didn't pay attention to,Now that's a hint that I didn't pay attention to 😳😳,youtube,horror,Get Out,2017,419430,tt5052448,,0,@majourpayne,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9m9yL8vKvVl,0,3 years ago,True,False,DzfpyUB60YY,neutral,2,general,False
Probably the people who said hereditary was bad and not scary are those people who watch shitty paramount universal garbage mediocre horror.,Probably the people who said hereditary was bad and not scary are those people who watch shitty paramount universal garbage mediocre horror.,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@Arxivory,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9jnkuq3uTYb,0,3 years ago,True,False,V6wWKNij_1M,negative,3,general,False
And that's how his friend tracks him,And that's how his friend tracks him,youtube,horror,Get Out,2017,419430,tt5052448,,0,@aveloid347,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9oqZuZD7z6u,0,3 years ago,True,False,DzfpyUB60YY,neutral,2,off_topic,True
@dl8554 no you wrong, @dl8554  no  you wrong,youtube,horror,Get Out,2017,419430,tt5052448,,1,@kameseram6654,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR99AqiVwqglj,0,5 years ago,True,False,DzfpyUB60YY,negative,2,general,False
Is shit not even scary,Is shit not even scary,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@Fundz1,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9z59S_g0rk4,0,2 years ago,True,False,V6wWKNij_1M,negative,3,general,False
I forgot that this movie got 4 oscars well deserved,"I forgot that this movie got 4 oscars
well deserved",youtube,horror,Get Out,2017,419430,tt5052448,,0,@LiangHuBBB,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkRA50xnth-2q3,0,1 year ago,True,False,DzfpyUB60YY,positive,4,general,False
